cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
94,cyan|gray,2,1,gray,4,4,0,0,14.34,3.39,0.2886,0.0468,48.73
94,green|orange,2,2,,4,3,1,0,13.155,5.623,0.3026,0.0232,33.362
94,magenta|purple,2,2,,4,4,0,0,13.565,3.502,0.5897,0.09,21.99
94,white|yellow,2,1,white,4,3,0,1,11.852,2.63,0.1958,0.0399,40.435
94,blue|gray|pink,3,2,gray,4,2,2,0,13.31,0.1,0.2882,0.0008,31.075
95,blue|red,2,2,,4,3,1,0,25.085,6.684,0.4382,0.062,57.845
96,gray,1,0,gray,4,4,0,0,13.947,0.903,0.2277,0.0272,52.722
96,orange|white|yellow,3,2,white,4,3,1,0,27.89,7.824,0.3676,0.1102,84.855
96,brown|green|orange,3,3,,4,4,0,0,25.075,2.194,0.4721,0.0213,63.845
96,cyan,1,1,,4,3,0,1,22.622,6.129,0.6748,0.1135,71.11
96,black|gray|orange,3,1,black|gray,4,4,0,0,12.492,1.578,0.2384,0.0204,43.992
96,brown|gray|white,3,1,gray|white,4,2,2,0,9.547,4.507,0.2074,0.0473,29.553
96,orange|red|white,3,2,white,4,1,2,1,24.18,6.811,0.339,0.0867,67.862
97,blue|orange,2,2,,4,2,2,0,24.99,6.633,0.4388,0.1197,68.052
97,blue|orange|yellow,3,3,,4,4,0,0,31.355,6.814,0.4456,0.094,79.17
97,brown|pink|red,3,3,,4,2,0,2,17.265,1.263,0.4201,0.0475,43.278
97,blue|brown|yellow,3,3,,4,2,2,0,21.26,1.654,0.4337,0.0345,51.47
97,blue|gray|purple,3,2,gray,4,4,0,0,14.085,4.743,0.2486,0.0417,32.163
97,brown|cyan|orange,3,3,,4,2,2,0,18.695,7.032,0.3994,0.0614,55.985
97,black|blue,2,1,black,4,3,0,1,6.805,2.152,0.2459,0.0462,23.79
97,black|blue|yellow,3,2,black,4,4,0,0,9.947,0.439,0.2401,0.0332,31.925
0,blue|cyan,2,2,,3,2,0,1,20.91,8.5,0.5602,0.008,55.523
0,red|white,2,1,white,3,1,2,0,16.747,1.65,0.3713,0.0242,41.95
0,gray|red,2,1,gray,3,1,2,0,15.793,1.928,0.327,0.0293,31.177
0,brown|gray|yellow,3,2,gray,3,2,0,1,13.79,1.934,0.3235,0.036,34.35
0,blue|green|white,3,2,white,3,1,2,0,20.17,3.502,0.3804,0.0214,44.357
0,orange|red|white,3,2,white,3,2,1,0,29.7,9.963,0.4186,0.1238,65.533
0,brown|white,2,1,white,3,3,0,0,16.893,1.156,0.4491,0.0681,41.46
0,blue,1,1,,3,0,2,1,38.097,10.814,0.4801,0.1237,67.637
0,brown|yellow,2,2,,3,3,0,0,22.63,2.481,0.5001,0.0373,49.393
0,blue|brown|red,3,3,,3,1,1,1,12.013,1.59,0.3473,0.0285,37.083
0,green|orange|yellow,3,3,,3,2,0,1,21.967,1.286,0.3796,0.0081,49.587
0,blue|red,2,2,,3,3,0,0,17.767,3.298,0.3972,0.0655,54.707
0,gray|orange|white,3,1,gray|white,3,1,1,1,14.083,1.36,0.2118,0.0146,38.913
0,cyan|green|yellow,3,3,,3,2,1,0,25.12,0.236,0.3879,0.0523,61.743
0,blue|brown|white,3,2,white,3,3,0,0,17.95,1.265,0.3571,0.021,44.563
0,gray|green|orange,3,2,gray,3,3,0,0,16.627,1.769,0.2471,0.0419,37.143
0,black|gray|white,3,0,black|gray|white,3,2,1,0,7.303,0.588,0.1639,0.0132,23.017
1,brown|white|yellow,3,2,white,3,3,0,0,18.933,2.559,0.3204,0.0459,44.62
1,blue|brown|red,3,3,,3,3,0,0,16.373,4.153,0.4177,0.0405,45.337
1,black|blue|red,3,2,black,3,2,1,0,12.357,3.364,0.3316,0.0419,47.737
1,blue|red|white,3,2,white,3,0,2,1,18.983,7.33,0.3843,0.0448,61.137
1,gray|pink,2,1,gray,3,1,2,0,15.693,4.794,0.2348,0.0635,41.533
1,black|magenta,2,1,black,3,0,0,3,4.883,1.453,0.1299,0.0357,12.587
1,black|brown|green,3,2,black,3,2,1,0,9.833,1.452,0.3143,0.0488,24.017
1,black|brown|cyan,3,2,black,3,1,2,0,8.327,1.728,0.2364,0.0284,29.763
1,gray|white,2,0,gray|white,3,2,1,0,12.837,4.892,0.1745,0.0453,25.853
1,cyan|gray|white,3,1,gray|white,3,3,0,0,12.83,3.507,0.3446,0.0573,39.423
1,cyan|orange|white,3,2,white,3,3,0,0,19.12,0.165,0.3959,0.0252,57.89
1,gray|green|yellow,3,2,gray,3,2,0,1,14.753,1.96,0.2961,0.0738,28.33
1,green|orange|red,3,3,,3,2,0,1,33.58,10.655,0.5423,0.0531,75.887
1,cyan|gray|green,3,2,gray,3,1,2,0,11.847,2.374,0.3864,0.065,37.847
2,blue|purple|white,3,2,white,3,1,2,0,13.387,3.85,0.2835,0.0273,34.2
2,orange|red|white,3,2,white,3,1,1,1,16.727,3.226,0.2845,0.038,42.337
2,blue|orange|white,3,2,white,3,3,0,0,18.963,4.832,0.3081,0.052,60.873
2,blue|brown|red,3,3,,3,3,0,0,21.513,4.247,0.3966,0.1044,59.803
2,blue|green|white,3,2,white,3,2,1,0,16.44,4.045,0.3384,0.045,46.763
2,blue|orange|red,3,3,,3,3,0,0,24.913,2.51,0.3993,0.047,69.91
2,brown|red|white,3,2,white,3,1,2,0,14.6,2.263,0.2651,0.0465,36.857
2,brown|white|yellow,3,2,white,3,3,0,0,16.65,3.012,0.2882,0.0076,40.743
2,gray|green|red,3,2,gray,3,1,0,2,19.067,1.413,0.344,0.0044,51.267
2,gray|orange,2,1,gray,3,3,0,0,11.173,1.226,0.2079,0.0279,36.6
2,cyan|gray,2,1,gray,3,2,1,0,7.84,2.243,0.1682,0.0392,20.81
2,black|gray|yellow,3,1,black|gray,3,2,0,1,6.92,0.85,0.1843,0.0161,19.427
4,brown|red|white,3,2,white,3,2,1,0,19.96,2.526,0.404,0.0863,49.33
4,red|white,2,1,white,3,3,0,0,24.62,6.626,0.3491,0.0813,65.937
4,gray,1,0,gray,3,2,1,0,12.317,1.039,0.2261,0.0322,43.913
4,blue|gray|red,3,2,gray,3,1,2,0,19.58,5.866,0.2862,0.0505,68.22
4,brown|red|yellow,3,3,,3,1,1,1,31.597,0.643,0.495,0.0159,69.39
4,blue|brown|orange,3,3,,3,2,1,0,25.923,1.925,0.4302,0.0674,60.747
4,green|yellow,2,2,,3,2,1,0,28.993,3.8,0.392,0.0547,57.507
4,orange|red|yellow,3,3,,3,1,0,2,28.1,7.294,0.3805,0.0482,56.74
5,pink|red,2,2,,3,0,0,3,46.69,6.534,0.6029,0.0385,74.737
5,blue|orange|red,3,3,,3,2,0,1,24.333,4.577,0.3778,0.0704,64.663
5,green|yellow,2,2,,3,3,0,0,23.94,4.047,0.5107,0.2118,58.017
5,orange|white|yellow,3,2,white,3,3,0,0,33.31,6.999,0.3933,0.0842,86.67
5,purple|yellow,2,2,,3,0,3,0,65.68,3.362,0.8328,0.0148,165.317
5,blue|green|red,3,3,,3,2,0,1,47.593,0.562,0.814,0.0337,135.14
5,blue|brown|red,3,3,,3,2,1,0,35.65,0.474,0.5982,0.0118,109.03
5,green|orange,2,2,,3,2,1,0,28.087,4.06,0.5354,0.1704,70.633
5,cyan|gray,2,1,gray,3,2,1,0,14.583,3.371,0.326,0.0621,54.793
5,cyan|gray|yellow,3,2,gray,3,3,0,0,26.99,7.778,0.4262,0.1013,99.373
5,gray|green,2,1,gray,3,2,1,0,21.117,1.94,0.351,0.041,64.543
5,blue|purple|yellow,3,3,,3,3,0,0,43.53,0.0,0.6125,0.0,101.65
5,gray|red|yellow,3,2,gray,3,3,0,0,31.09,4.738,0.4099,0.0571,94.833
5,gray|pink|red,3,2,gray,3,3,0,0,39.58,21.439,0.5015,0.1866,107.76
5,orange|white,2,1,white,3,3,0,0,24.65,2.249,0.2943,0.0146,74.33
5,cyan|green|yellow,3,3,,3,3,0,0,22.13,0.0,0.3609,0.0,50.84
6,cyan|green,2,2,,3,3,0,0,26.583,4.539,0.437,0.066,68.6
6,blue|orange|white,3,2,white,3,3,0,0,20.35,2.567,0.2939,0.0301,60.687
6,cyan|red,2,2,,3,3,0,0,24.91,0.014,0.3602,0.0,92.493
6,gray|white|yellow,3,1,gray|white,3,2,0,1,15.557,2.222,0.2544,0.0543,42.897
6,gray|red|white,3,1,gray|white,3,3,0,0,14.103,4.97,0.2568,0.0679,37.403
6,brown|gray|white,3,1,gray|white,3,3,0,0,10.89,2.263,0.2063,0.0066,24.52
7,pink|red,2,2,,3,2,0,1,35.103,8.55,0.525,0.0599,82.87
7,black|blue|orange,3,2,black,3,1,1,1,11.343,2.886,0.2498,0.0464,41.07
7,black|red,2,1,black,3,3,0,0,15.197,8.982,0.2513,0.0759,54.697
7,orange|red|yellow,3,3,,3,1,1,1,35.623,11.863,0.539,0.1712,61.217
7,pink|white,2,1,white,3,2,1,0,19.52,8.709,0.2718,0.0926,82.607
7,gray,1,0,gray,3,1,0,2,10.2,1.44,0.1817,0.0101,37.833
7,orange,1,1,,3,2,1,0,32.247,5.341,0.4856,0.055,63.677
7,gray|green|red,3,2,gray,3,2,1,0,21.317,6.336,0.3595,0.0913,71.013
7,pink,1,1,,3,1,2,0,46.763,3.778,0.6023,0.0265,70.933
7,pink|red|white,3,2,white,3,3,0,0,33.007,14.123,0.4262,0.1774,80.85
7,gray|yellow,2,1,gray,3,2,0,1,17.083,2.605,0.2206,0.0494,44.177
7,black|green|orange,3,2,black,3,3,0,0,11.71,4.069,0.2427,0.0492,32.543
7,black|gray|yellow,3,1,black|gray,3,2,1,0,15.263,7.436,0.2482,0.1265,46.317
7,brown|orange|yellow,3,3,,3,3,0,0,24.457,3.5,0.377,0.0326,45.39
7,blue|cyan,2,2,,3,1,2,0,22.04,2.674,0.4074,0.0203,56.647
7,blue|green,2,2,,3,3,0,0,35.587,5.38,0.5384,0.0286,75.807
8,brown|orange|white,3,2,white,3,3,0,0,15.263,0.321,0.4191,0.0351,43.153
9,gray|orange,2,1,gray,3,2,1,0,12.16,1.05,0.2208,0.0294,33.43
9,black|brown|orange,3,2,black,3,2,1,0,16.047,2.758,0.4035,0.0797,51.51
9,brown|green|yellow,3,3,,3,1,0,2,28.457,13.454,0.6679,0.2085,53.49
9,orange|red|yellow,3,3,,3,2,1,0,28.023,10.555,0.4527,0.1156,57.957
9,orange|pink|red,3,3,,3,3,0,0,19.853,0.42,0.3787,0.033,42.247
9,blue|purple|red,3,3,,3,3,0,0,14.623,2.708,0.3946,0.0358,38.093
9,magenta|pink|red,3,3,,3,1,2,0,20.143,3.165,0.4516,0.0289,41.73
9,gray|pink|red,3,2,gray,3,3,0,0,19.317,3.87,0.3077,0.0666,38.243
9,blue|brown,2,2,,3,2,1,0,18.47,2.944,0.4675,0.0178,54.597
9,black|gray,2,0,black|gray,3,2,0,1,8.31,1.442,0.1644,0.0332,30.863
9,blue,1,1,,3,1,1,1,10.05,2.037,0.436,0.0283,30.073
9,black|gray|green,3,1,black|gray,3,3,0,0,7.083,0.768,0.2104,0.0255,14.527
9,black|blue|yellow,3,2,black,3,2,1,0,13.26,1.745,0.2519,0.0225,43.13
9,black|gray|red,3,1,black|gray,3,3,0,0,9.067,2.788,0.2076,0.0237,34.477
9,black|brown|white,3,1,black|white,3,3,0,0,12.163,2.151,0.2744,0.0287,37.26
10,cyan|gray|orange,3,2,gray,3,3,0,0,21.717,7.132,0.3676,0.101,77.23
10,brown|gray|white,3,1,gray|white,3,1,1,1,16.647,2.259,0.262,0.0311,55.653
10,cyan|gray|white,3,1,gray|white,3,1,2,0,12.51,1.261,0.2008,0.0099,46.667
10,brown|gray|green,3,2,gray,3,3,0,0,18.64,1.188,0.3294,0.0492,48.677
10,cyan|gray|yellow,3,2,gray,3,3,0,0,23.293,0.603,0.4121,0.0126,77.4
10,blue|brown|orange,3,3,,3,3,0,0,26.057,6.324,0.485,0.1062,74.007
10,red,1,1,,3,1,2,0,76.817,1.502,0.8353,0.0281,134.92
10,red|white,2,1,white,3,1,2,0,45.763,18.807,0.4699,0.171,135.04
11,orange,1,1,,3,3,0,0,23.213,9.316,0.3751,0.1099,57.67
11,gray|green|orange,3,2,gray,3,2,1,0,14.497,1.489,0.2527,0.0254,37.04
11,blue|white|yellow,3,2,white,3,3,0,0,26.8,15.918,0.3246,0.1692,72.21
11,magenta|orange|purple,3,3,,3,2,1,0,13.44,2.242,0.3817,0.0212,37.6
11,blue|orange|white,3,2,white,3,3,0,0,21.133,1.721,0.3984,0.0146,56.28
11,magenta|orange|pink,3,3,,3,3,0,0,18.097,1.97,0.3398,0.0069,51.053
11,black|blue,2,1,black,3,2,1,0,12.73,10.681,0.3817,0.1849,31.837
12,blue|purple|red,3,3,,3,3,0,0,20.88,2.489,0.3617,0.0029,40.693
12,green|yellow,2,2,,3,2,1,0,18.897,3.841,0.4052,0.039,39.733
12,blue|white|yellow,3,2,white,3,2,0,1,13.94,2.241,0.2661,0.0143,42.387
12,brown|pink|red,3,3,,3,1,1,1,22.01,0.999,0.4651,0.0507,34.673
12,blue|red|white,3,2,white,3,3,0,0,17.677,0.275,0.2865,0.0127,39.823
12,brown|white,2,1,white,3,3,0,0,11.927,3.796,0.2938,0.0941,29.87
12,blue|cyan|gray,3,2,gray,3,1,0,2,12.0,1.409,0.2968,0.032,37.423
12,blue|orange|red,3,3,,3,3,0,0,18.53,2.452,0.3272,0.0327,46.993
13,blue|brown|orange,3,3,,3,3,0,0,21.573,2.258,0.3826,0.0336,59.42
13,brown|green|orange,3,3,,3,3,0,0,19.633,2.414,0.4678,0.0199,53.37
13,blue|red,2,2,,3,2,0,1,16.647,6.975,0.3854,0.0562,41.863
13,brown|gray|green,3,2,gray,3,2,1,0,14.763,3.139,0.2767,0.0843,29.267
13,pink|red,2,2,,3,2,0,1,23.213,5.221,0.5086,0.056,43.683
14,gray|white,2,0,gray|white,3,1,2,0,12.077,2.133,0.1746,0.0221,35.223
14,cyan|gray|red,3,2,gray,3,0,0,3,17.927,1.327,0.325,0.0414,59.223
14,brown|red|yellow,3,3,,3,3,0,0,22.097,0.009,0.485,0.0004,59.957
14,brown|green|orange,3,3,,3,3,0,0,33.007,1.434,0.4852,0.023,81.97
14,brown|red,2,2,,3,3,0,0,24.477,0.024,0.5383,0.0003,55.363
14,brown|green,2,2,,3,0,0,3,21.3,0.411,0.5254,0.0682,44.603
14,cyan|green|red,3,3,,3,2,1,0,34.227,4.595,0.493,0.0139,122.21
14,gray|red|white,3,1,gray|white,3,2,1,0,10.513,2.522,0.2467,0.0089,21.753
14,orange|yellow,2,2,,3,3,0,0,41.007,7.981,0.4508,0.0608,99.777
14,green,1,1,,3,3,0,0,32.733,1.235,0.5011,0.0017,56.007
14,gray|green,2,1,gray,3,3,0,0,9.22,2.807,0.1722,0.0252,12.41
15,brown|cyan|white,3,2,white,3,0,3,0,10.61,1.499,0.2374,0.0243,40.397
15,orange|yellow,2,2,,3,2,1,0,40.13,10.537,0.5155,0.1623,67.213
15,blue|cyan|red,3,3,,3,1,1,1,33.79,14.271,0.5874,0.1638,128.003
15,brown|green|white,3,2,white,3,1,2,0,11.583,2.915,0.2664,0.0416,39.517
15,black|red,2,1,black,3,2,1,0,6.54,1.848,0.202,0.0522,22.147
15,pink|red,2,2,,3,1,0,2,55.797,3.693,0.6876,0.0547,154.947
15,black|yellow,2,1,black,3,1,1,1,35.66,20.297,0.4738,0.2748,74.287
15,gray,1,0,gray,3,3,0,0,7.83,0.664,0.1625,0.0366,19.207
15,green|red,2,2,,3,2,0,1,58.267,19.395,0.7412,0.0955,134.19
15,black|blue|red,3,2,black,3,2,1,0,7.237,2.024,0.2661,0.0215,31.253
15,black|blue,2,1,black,3,3,0,0,4.923,0.648,0.2568,0.037,23.797
15,cyan,1,1,,3,3,0,0,31.88,2.008,0.6477,0.0589,94.947
15,orange|red|yellow,3,3,,3,2,1,0,48.527,25.168,0.614,0.2237,100.2
15,pink,1,1,,3,1,2,0,58.87,1.62,0.6178,0.0404,109.75
16,orange|white,2,1,white,3,2,1,0,16.787,4.232,0.2534,0.0499,48.413
17,brown|green|white,3,2,white,3,1,2,0,16.35,1.899,0.3734,0.0648,36.217
17,gray|green|yellow,3,2,gray,3,2,1,0,18.0,2.393,0.3693,0.0524,36.377
17,brown|orange|yellow,3,3,,3,2,1,0,31.17,2.952,0.4954,0.0684,78.783
17,magenta|pink|red,3,3,,3,3,0,0,22.543,19.577,0.4452,0.1216,50.147
17,brown|cyan|gray,3,2,gray,3,3,0,0,13.533,2.258,0.2795,0.0558,45.073
17,gray|orange|red,3,2,gray,3,3,0,0,19.667,5.542,0.3516,0.0514,55.543
17,red|white,2,1,white,3,3,0,0,12.18,5.063,0.3125,0.0524,33.667
17,blue|gray|yellow,3,2,gray,3,3,0,0,14.97,2.048,0.2861,0.0327,42.603
17,blue|magenta|purple,3,3,,3,2,0,1,17.953,4.291,0.3774,0.0488,36.97
17,gray|green,2,1,gray,3,2,1,0,15.893,8.111,0.2865,0.1132,33.317
17,blue|red|white,3,2,white,3,3,0,0,16.1,1.612,0.2753,0.014,43.67
17,blue|orange|red,3,3,,3,0,2,1,22.033,3.668,0.3407,0.0126,61.147
17,gray|orange,2,1,gray,3,2,0,1,12.5,2.236,0.2087,0.0285,38.193
18,pink|red,2,2,,3,3,0,0,27.857,4.613,0.4377,0.0088,46.393
18,black|gray|orange,3,1,black|gray,3,2,1,0,11.693,1.806,0.2127,0.0287,37.15
18,blue|brown,2,2,,3,1,2,0,10.357,2.852,0.4948,0.0841,34.197
18,blue|red,2,2,,3,3,0,0,19.527,2.034,0.4131,0.0248,52.467
18,blue|brown|white,3,2,white,3,1,1,1,11.107,2.302,0.3411,0.0675,40.363
18,green|white|yellow,3,2,white,3,3,0,0,19.51,0.473,0.3464,0.0598,45.043
18,blue|cyan|white,3,2,white,3,2,0,1,15.3,1.754,0.3165,0.0052,46.673
18,cyan|gray|red,3,2,gray,3,2,1,0,16.21,2.408,0.3225,0.0391,53.567
18,gray|green,2,1,gray,3,1,1,1,10.953,5.4,0.1996,0.0543,26.517
18,brown|orange|yellow,3,3,,3,3,0,0,24.877,8.278,0.3412,0.0506,43.427
19,black|orange,2,1,black,3,3,0,0,13.133,1.391,0.2578,0.031,40.073
19,orange|pink|red,3,3,,3,3,0,0,16.237,1.669,0.3382,0.0187,42.827
19,orange|red,2,2,,3,3,0,0,16.497,1.101,0.355,0.0386,39.43
19,blue|gray|red,3,2,gray,3,2,1,0,17.64,5.827,0.3237,0.0435,57.693
19,blue|red,2,2,,3,1,2,0,31.507,4.877,0.507,0.0831,92.77
19,blue|orange|white,3,2,white,3,3,0,0,17.513,3.413,0.2426,0.0083,47.147
19,black|orange|yellow,3,2,black,3,2,1,0,23.433,1.848,0.3425,0.0066,57.203
19,gray|green|white,3,1,gray|white,3,2,0,1,7.293,2.419,0.1844,0.0266,20.647
19,black|orange|white,3,1,black|white,3,1,1,1,10.537,1.97,0.1717,0.0425,32.563
19,brown|yellow,2,2,,3,1,0,2,27.453,12.083,0.469,0.0694,41.84
19,cyan|gray,2,1,gray,3,3,0,0,11.607,8.636,0.2889,0.0755,40.65
19,white,1,0,white,3,3,0,0,7.93,0.057,0.1446,0.0002,26.047
20,blue|brown|white,3,2,white,3,1,2,0,16.003,3.47,0.3218,0.0179,51.817
20,blue|brown|red,3,3,,3,1,2,0,16.153,5.002,0.4507,0.1048,48.787
20,brown|cyan|gray,3,2,gray,3,1,0,2,15.683,5.4,0.3584,0.1071,70.513
21,cyan|gray,2,1,gray,3,1,2,0,14.707,0.21,0.2795,0.0108,46.21
21,blue|orange|white,3,2,white,3,3,0,0,23.663,7.159,0.3058,0.0483,61.297
21,orange|white,2,1,white,3,2,0,1,16.017,2.282,0.2394,0.035,49.653
21,blue|cyan|gray,3,2,gray,3,2,1,0,17.697,2.717,0.2811,0.0336,56.407
21,blue|gray|yellow,3,2,gray,3,2,1,0,21.23,5.12,0.2842,0.0585,50.737
21,brown|orange,2,2,,3,2,0,1,21.797,0.669,0.3538,0.0433,41.95
21,gray|green|yellow,3,2,gray,3,2,1,0,21.957,2.222,0.2857,0.0234,52.307
21,blue|yellow,2,2,,3,2,1,0,32.917,1.699,0.4574,0.0089,69.247
22,gray|green|red,3,2,gray,3,3,0,0,21.913,0.047,0.3854,0.0,63.867
22,green|orange,2,2,,3,3,0,0,26.64,0.014,0.4334,0.0001,57.303
22,brown|cyan|gray,3,2,gray,3,0,0,3,21.0,0.042,0.3353,0.0006,65.073
22,black|cyan|green,3,2,black,3,3,0,0,17.94,0.236,0.4492,0.0721,59.63
22,green|red|yellow,3,3,,3,0,3,0,20.483,0.033,0.3752,0.0001,56.843
22,brown|cyan,2,2,,3,0,1,2,28.187,3.335,0.551,0.0888,90.193
22,cyan|green|magenta,3,3,,3,3,0,0,26.667,1.455,0.5685,0.0307,66.16
22,blue|brown|green,3,3,,3,3,0,0,20.493,5.322,0.5769,0.0588,79.893
22,cyan|gray|magenta,3,2,gray,3,3,0,0,21.26,0.042,0.3125,0.0005,73.807
22,magenta|white|yellow,3,2,white,3,3,0,0,35.517,0.009,0.553,0.0002,90.66
22,blue|gray|orange,3,2,gray,3,3,0,0,12.007,0.818,0.2584,0.0232,35.02
22,brown|gray,2,1,gray,3,3,0,0,8.5,2.809,0.3116,0.0649,18.27
22,black|blue|gray,3,1,black|gray,3,0,2,1,7.577,1.992,0.1776,0.0225,16.93
23,blue|white|yellow,3,2,white,3,3,0,0,22.15,9.957,0.285,0.1099,74.32
23,blue|brown|yellow,3,3,,3,3,0,0,40.11,2.826,0.6323,0.0164,79.403
23,yellow,1,1,,3,2,1,0,40.207,10.102,0.6219,0.1864,73.353
23,gray|green|orange,3,2,gray,3,2,1,0,20.613,3.484,0.3066,0.0548,65.503
23,green|red|yellow,3,3,,3,1,1,1,43.977,2.687,0.6379,0.047,89.38
23,cyan|gray|orange,3,2,gray,3,2,1,0,23.99,6.295,0.4547,0.1508,84.3
23,orange|white|yellow,3,2,white,3,2,0,1,29.157,6.436,0.3801,0.0627,62.033
23,brown|gray|yellow,3,2,gray,3,3,0,0,20.407,2.145,0.3558,0.0672,59.297
23,orange|red|white,3,2,white,3,2,1,0,15.183,2.222,0.2242,0.033,55.777
23,cyan|orange,2,2,,3,3,0,0,29.813,1.492,0.604,0.0355,98.663
24,cyan|red|white,3,2,white,3,1,2,0,23.84,5.986,0.3715,0.1347,94.787
24,brown|green|yellow,3,3,,3,2,0,1,32.683,20.835,0.5191,0.1391,64.997
24,blue|brown|yellow,3,3,,3,2,1,0,20.167,3.984,0.4306,0.0823,45.293
24,black|white|yellow,3,1,black|white,3,3,0,0,15.703,4.634,0.2043,0.0186,53.063
24,black|brown|orange,3,2,black,3,1,2,0,22.417,10.642,0.4218,0.1826,52.223
24,white,1,0,white,3,2,0,1,16.87,1.348,0.2098,0.0163,45.73
24,black|blue|cyan,3,2,black,3,3,0,0,14.63,0.73,0.3176,0.012,47.983
24,cyan|green,2,2,,3,3,0,0,26.637,2.317,0.5584,0.0536,96.72
24,black|blue|red,3,2,black,3,3,0,0,11.777,4.261,0.2611,0.0355,49.443
24,green|orange|red,3,3,,3,3,0,0,35.66,3.085,0.4518,0.01,80.973
24,cyan|white|yellow,3,2,white,3,2,0,1,23.923,3.811,0.3241,0.0756,94.087
24,gray|magenta|purple,3,2,gray,3,1,0,2,11.99,3.889,0.1697,0.0122,30.13
24,black|green|white,3,1,black|white,3,2,0,1,9.653,0.733,0.2091,0.0302,24.95
24,cyan|white,2,1,white,3,1,0,2,16.207,0.44,0.247,0.0466,51.013
24,black|blue|pink,3,2,black,3,2,1,0,10.61,0.626,0.2419,0.0008,34.5
25,blue|green|orange,3,3,,3,2,1,0,19.417,1.494,0.3908,0.0148,58.52
25,brown|gray|green,3,2,gray,3,3,0,0,15.99,2.022,0.3604,0.083,41.947
25,cyan|green|white,3,2,white,3,3,0,0,15.403,1.183,0.3602,0.0733,49.74
25,gray,1,0,gray,3,3,0,0,11.443,1.763,0.2087,0.022,37.027
25,gray|red|white,3,1,gray|white,3,3,0,0,15.327,2.977,0.2592,0.043,36.323
25,orange|white|yellow,3,2,white,3,3,0,0,19.34,0.014,0.2441,0.0001,57.773
25,cyan|white|yellow,3,2,white,3,3,0,0,22.863,0.703,0.353,0.0203,64.3
25,orange|red|yellow,3,3,,3,3,0,0,30.283,0.019,0.4522,0.0,56.783
26,brown|red|white,3,2,white,3,1,1,1,10.847,3.494,0.2627,0.0635,34.593
26,brown|pink|red,3,3,,3,2,1,0,15.897,5.964,0.4124,0.0596,45.063
26,magenta|pink|red,3,3,,3,1,1,1,20.56,2.036,0.4855,0.1272,34.06
26,blue|white,2,1,white,3,3,0,0,18.7,2.144,0.3899,0.1477,46.03
26,blue|red,2,2,,3,1,1,1,22.67,6.346,0.4994,0.009,63.47
26,orange|red|white,3,2,white,3,2,1,0,19.367,3.628,0.3363,0.0659,48.77
26,brown|red,2,2,,3,2,0,1,14.363,5.182,0.4425,0.0483,32.113
26,gray|green|yellow,3,2,gray,3,1,1,1,16.893,4.12,0.2742,0.0525,35.347
26,gray|green,2,1,gray,3,3,0,0,12.683,5.125,0.2362,0.024,33.157
26,black|gray|red,3,1,black|gray,3,2,1,0,12.697,0.511,0.2763,0.0219,48.667
26,black|blue|yellow,3,2,black,3,2,0,1,10.753,1.918,0.2525,0.0256,37.773
27,blue|red,2,2,,3,3,0,0,20.96,0.714,0.3585,0.031,57.857
27,red|white,2,1,white,3,0,2,1,20.09,5.554,0.4483,0.1404,47.717
27,black|green|red,3,2,black,3,3,0,0,10.983,0.402,0.3037,0.0254,37.633
27,gray|red|yellow,3,2,gray,3,0,1,2,13.477,0.721,0.2772,0.0202,37.113
27,gray|magenta|pink,3,2,gray,3,3,0,0,20.553,0.269,0.4074,0.0156,36.007
27,brown|orange|white,3,2,white,3,2,1,0,21.027,7.269,0.3704,0.1042,46.413
27,black|orange|red,3,2,black,3,0,3,0,15.267,1.992,0.3343,0.0145,48.777
27,black|gray|yellow,3,1,black|gray,3,3,0,0,12.79,2.67,0.2381,0.0483,32.09
27,gray|orange|yellow,3,2,gray,3,3,0,0,19.687,0.659,0.3295,0.0286,38.377
27,magenta|pink|red,3,3,,3,3,0,0,28.03,5.923,0.4669,0.0538,48.283
27,blue|brown|orange,3,3,,3,2,1,0,16.167,2.414,0.3596,0.0621,45.17
27,gray,1,0,gray,3,0,1,2,8.25,0.474,0.1896,0.0137,25.58
27,gray|white|yellow,3,1,gray|white,3,2,0,1,18.08,5.274,0.281,0.0791,42.18
28,pink|red,2,2,,3,3,0,0,14.77,3.749,0.4193,0.0212,38.143
28,blue|magenta|pink,3,3,,3,2,1,0,17.433,1.404,0.3488,0.0171,34.023
28,black|brown|yellow,3,2,black,3,1,1,1,10.98,1.139,0.3704,0.09,31.67
28,brown|orange|yellow,3,3,,3,2,1,0,17.323,3.887,0.3655,0.0471,43.833
28,blue|brown|green,3,3,,3,3,0,0,17.533,2.535,0.5569,0.0669,54.83
28,blue|magenta|purple,3,3,,3,3,0,0,18.857,3.757,0.3608,0.0487,38.04
28,gray|orange|white,3,1,gray|white,3,3,0,0,14.283,1.774,0.2476,0.0641,44.213
28,green|yellow,2,2,,3,1,2,0,23.297,3.983,0.5042,0.0898,51.717
28,black|gray|yellow,3,1,black|gray,3,2,1,0,7.923,3.523,0.1949,0.0421,19.247
28,gray|pink|red,3,2,gray,3,2,1,0,12.277,0.926,0.3005,0.053,31.423
28,brown|gray|green,3,2,gray,3,3,0,0,13.703,0.743,0.3077,0.0273,32.953
28,blue|gray|orange,3,2,gray,3,0,2,1,19.72,3.436,0.366,0.0282,55.677
