cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
24,black|blue|gray,3,1,black|gray,1482,1044,294,144,6.59,2.027,0.1761,0.034,19.753
24,blue|gray|white,3,1,gray|white,608,425,122,61,7.323,4.447,0.1677,0.0589,22.696
97,black|blue|gray,3,1,black|gray,453,316,92,45,6.898,2.061,0.1884,0.04,22.09
42,blue|gray,2,1,gray,424,391,23,10,18.344,3.005,0.383,0.0755,49.088
29,black|blue|gray,3,1,black|gray,397,278,79,40,6.502,2.183,0.1791,0.0379,18.967
97,brown|gray|orange,3,2,gray,311,225,53,33,16.517,4.032,0.3099,0.0655,42.879
69,brown|gray|orange,3,2,gray,263,188,51,24,18.998,5.273,0.3582,0.0881,50.966
24,black|gray|white,3,0,black|gray|white,247,172,51,24,7.401,2.338,0.1732,0.033,24.233
16,blue|gray|white,3,1,gray|white,232,170,44,18,15.003,2.108,0.2217,0.0216,48.616
1,black|orange,2,1,black,219,158,42,19,16.873,8.944,0.2668,0.1206,51.926
69,brown|gray|red,3,2,gray,219,150,47,22,15.263,4.249,0.3608,0.0885,42.371
2,blue|gray|white,3,1,gray|white,210,147,46,17,9.383,3.684,0.2003,0.0607,27.577
33,cyan|green|yellow,3,3,,209,119,59,31,28.876,4.683,0.4418,0.0785,83.677
84,cyan|green|yellow,3,3,,197,136,43,18,28.639,4.56,0.4384,0.0821,83.997
24,black|brown|gray,3,1,black|gray,193,134,40,19,8.472,2.445,0.2497,0.0429,30.338
97,black|brown|gray,3,1,black|gray,183,128,35,20,9.145,2.28,0.2553,0.0362,33.066
24,black|blue|white,3,1,black|white,182,128,36,18,7.581,2.351,0.1828,0.0359,22.328
69,black|blue|gray,3,1,black|gray,179,125,36,18,7.462,2.4,0.204,0.0438,23.967
2,blue|gray,2,1,gray,178,128,37,13,14.331,3.759,0.2664,0.066,44.736
22,cyan|green|yellow,3,3,,175,139,31,5,28.592,5.038,0.4839,0.0812,78.682
69,brown|orange|red,3,3,,174,122,39,13,26.072,6.953,0.5076,0.1017,59.554
2,black|blue|gray,3,1,black|gray,172,122,33,17,7.185,2.48,0.1751,0.0448,21.96
51,gray|red|white,3,1,gray|white,171,116,37,18,17.133,6.611,0.2913,0.0923,56.616
42,blue|gray|yellow,3,2,gray,169,151,13,5,23.725,4.558,0.4809,0.0718,55.076
10,blue|gray,2,1,gray,167,127,39,1,16.874,5.387,0.279,0.0778,51.424
14,cyan|green|yellow,3,3,,165,115,27,23,29.426,5.036,0.4567,0.0851,83.654
57,brown|gray,2,1,gray,162,113,33,16,8.844,2.277,0.2005,0.0514,26.917
51,gray|red,2,1,gray,161,107,39,15,20.088,8.409,0.3242,0.1074,62.968
29,blue|gray|white,3,1,gray|white,157,114,28,15,8.704,6.239,0.1794,0.0703,26.511
10,blue|gray|white,3,1,gray|white,155,110,26,19,18.82,5.199,0.284,0.0743,54.898
38,gray|orange|white,3,1,gray|white,145,103,30,12,14.386,2.857,0.2086,0.0347,35.709
1,black|brown|orange,3,2,black,142,102,26,14,16.073,6.201,0.3156,0.1062,45.37
26,black|blue|gray,3,1,black|gray,141,99,28,14,6.878,1.912,0.2046,0.033,21.954
51,orange|red|white,3,2,white,141,90,20,31,28.349,10.061,0.4284,0.1435,77.575
9,brown|gray|orange,3,2,gray,140,100,29,11,15.325,3.236,0.3318,0.0654,41.255
20,blue|gray,2,1,gray,139,98,22,19,14.493,3.605,0.2627,0.0627,50.544
38,brown|gray|orange,3,2,gray,137,93,27,17,15.842,3.051,0.2906,0.0622,37.474
8,brown|gray|white,3,1,gray|white,135,97,26,12,11.884,1.435,0.3967,0.0412,33.275
15,brown|gray,2,1,gray,130,92,25,13,9.433,3.222,0.2159,0.0629,27.102
24,gray|red|white,3,1,gray|white,121,88,22,11,17.12,6.963,0.2587,0.0748,60.211
15,blue|gray,2,1,gray,120,86,23,11,12.783,9.826,0.27,0.1153,29.107
1,black|gray|orange,3,1,black|gray,119,73,42,4,19.484,8.928,0.3038,0.1133,53.786
18,blue|gray,2,1,gray,119,85,23,11,14.111,4.751,0.2892,0.0805,40.267
25,blue|brown|gray,3,2,gray,114,86,11,17,15.441,3.512,0.3118,0.0557,51.634
49,brown|gray|orange,3,2,gray,113,78,26,9,14.466,3.667,0.3111,0.0795,40.078
51,red|white,2,1,white,112,74,26,12,21.591,9.48,0.3406,0.1276,70.509
69,black|brown|gray,3,1,black|gray,111,77,22,12,9.784,2.881,0.2636,0.057,32.315
7,gray|red,2,1,gray,110,69,32,9,21.236,9.786,0.3029,0.0958,71.524
14,cyan|green|white,3,2,white,109,85,9,15,25.078,4.474,0.3588,0.0685,72.862
84,cyan|green|white,3,2,white,107,83,18,6,25.434,4.258,0.3491,0.0642,79.215
94,brown|gray|white,3,1,gray|white,105,85,13,7,10.111,2.951,0.2219,0.0533,32.69
1,black|brown,2,1,black,104,72,22,10,13.34,5.178,0.3213,0.1101,36.679
24,blue|brown|gray,3,2,gray,104,71,22,11,10.18,4.944,0.2694,0.0604,33.975
51,gray|orange|red,3,2,gray,102,72,20,10,21.161,7.173,0.3298,0.0914,59.421
69,gray|orange|red,3,2,gray,102,74,19,9,21.623,6.214,0.3371,0.0767,62.012
24,black|gray|yellow,3,1,black|gray,101,71,20,10,9.904,2.625,0.2099,0.031,32.797
45,black|brown|orange,3,2,black,100,73,17,10,13.661,2.659,0.3119,0.0592,47.734
81,gray|orange|white,3,1,gray|white,100,74,19,7,16.424,5.98,0.2557,0.0937,47.366
44,blue|gray,2,1,gray,99,53,34,12,10.892,3.712,0.2502,0.0728,28.47
81,blue|gray|white,3,1,gray|white,99,69,20,10,14.015,5.856,0.2896,0.1142,39.714
97,gray|orange|red,3,2,gray,99,68,20,11,19.573,5.393,0.329,0.0684,53.658
1,black|orange|red,3,2,black,98,71,18,9,23.604,8.782,0.3881,0.1158,64.852
53,blue|gray|white,3,1,gray|white,98,74,12,12,12.244,4.006,0.2368,0.0587,31.981
42,brown|gray|green,3,2,gray,97,91,3,3,17.035,1.864,0.3682,0.0408,39.132
57,brown|gray|orange,3,2,gray,97,65,23,9,14.597,5.748,0.279,0.0805,42.898
33,black|blue|gray,3,1,black|gray,95,67,19,9,6.575,1.343,0.1656,0.0207,19.053
57,blue|gray,2,1,gray,95,71,15,9,14.039,7.588,0.2753,0.1217,34.467
14,cyan|green,2,2,,94,54,31,9,28.154,4.617,0.4354,0.0857,83.144
30,blue|gray|green,3,2,gray,94,70,16,8,19.133,4.292,0.3409,0.0599,52.93
35,blue|gray|white,3,1,gray|white,94,65,14,15,14.494,5.256,0.2495,0.0736,49.243
36,brown|orange|white,3,2,white,94,66,18,10,15.489,3.913,0.2853,0.0685,33.237
44,blue|gray|white,3,1,gray|white,94,41,46,7,10.492,4.029,0.239,0.0676,29.13
81,blue|gray,2,1,gray,94,68,16,10,12.051,6.528,0.2727,0.1502,31.647
1,black|red,2,1,black,93,66,18,9,19.483,8.724,0.3495,0.1407,58.744
69,brown|gray,2,1,gray,93,64,19,10,12.145,3.743,0.3101,0.0967,33.33
42,blue|orange,2,2,,91,85,4,2,27.849,1.206,0.5912,0.0297,73.795
22,cyan|green|white,3,2,white,90,63,21,6,25.559,4.188,0.3861,0.059,73.95
47,blue|gray|white,3,1,gray|white,90,61,20,9,11.288,3.735,0.2246,0.067,31.597
84,cyan|white|yellow,3,2,white,89,56,19,14,24.261,3.367,0.3296,0.05,73.829
97,brown|orange|red,3,3,,89,63,20,6,22.927,7.034,0.4662,0.0978,49.708
74,brown|gray|orange,3,2,gray,88,63,15,10,15.015,4.496,0.3042,0.0826,42.217
24,gray|orange|white,3,1,gray|white,87,61,18,8,17.844,5.941,0.2573,0.076,56.312
92,brown|gray|white,3,1,gray|white,87,63,17,7,9.939,2.322,0.2208,0.0436,34.027
97,blue|brown|gray,3,2,gray,87,62,17,8,10.333,3.869,0.2769,0.0587,32.929
44,brown|gray|white,3,1,gray|white,86,62,16,8,10.469,3.609,0.2241,0.0725,31.077
44,brown|gray,2,1,gray,85,56,20,9,9.419,3.273,0.2184,0.0695,27.098
36,brown|gray|orange,3,2,gray,84,61,17,6,13.01,3.622,0.2523,0.0647,29.203
7,gray|red|white,3,1,gray|white,83,61,11,11,20.422,9.112,0.3042,0.0951,68.477
49,brown|gray,2,1,gray,83,58,16,9,9.15,2.454,0.2325,0.0667,24.927
51,blue|gray|red,3,2,gray,83,60,16,7,20.104,8.528,0.3687,0.1266,60.47
9,brown|gray|red,3,2,gray,82,58,12,12,13.083,2.942,0.3546,0.0557,35.544
20,blue|gray|green,3,2,gray,81,54,18,9,17.715,4.893,0.309,0.0717,51.74
13,brown|gray|orange,3,2,gray,80,56,16,8,12.791,2.922,0.262,0.0548,29.16
33,green|white|yellow,3,2,white,80,67,11,2,24.41,3.713,0.3539,0.0559,56.167
88,brown|gray|orange,3,2,gray,80,56,16,8,15.423,3.279,0.3444,0.0581,45.527
93,black|blue|gray,3,1,black|gray,80,60,13,7,6.539,2.035,0.1759,0.042,19.267
26,black|brown|gray,3,1,black|gray,79,53,17,9,8.838,2.542,0.2539,0.0446,31.537
56,brown|orange,2,2,,79,57,11,11,25.686,2.887,0.4341,0.054,45.871
11,blue|gray|orange,3,2,gray,78,55,17,6,21.317,5.425,0.4189,0.0818,59.277
26,brown|gray|orange,3,2,gray,78,56,15,7,16.473,4.372,0.3228,0.0699,43.847
30,gray|green|red,3,2,gray,78,54,16,8,17.908,4.026,0.3591,0.0604,42.863
46,blue|gray|white,3,1,gray|white,78,54,18,6,11.129,3.756,0.2514,0.0684,35.94
51,blue|gray|white,3,1,gray|white,78,49,19,10,12.013,5.15,0.2543,0.0904,37.803
97,black|gray|white,3,0,black|gray|white,77,54,15,8,8.08,2.216,0.1905,0.0325,27.116
31,brown|gray|orange,3,2,gray,76,57,16,3,16.442,4.449,0.3396,0.0752,45.134
33,brown|cyan|yellow,3,3,,76,63,7,6,24.944,4.792,0.457,0.0682,80.006
56,orange,1,1,,76,49,21,6,28.606,3.259,0.4336,0.0653,49.183
97,gray|orange|white,3,1,gray|white,76,53,15,8,14.423,3.25,0.226,0.0486,42.01
3,blue|brown|yellow,3,3,,75,50,16,9,31.286,4.039,0.4985,0.0464,62.617
9,brown|gray,2,1,gray,75,52,16,7,11.364,3.41,0.2926,0.0945,30.932
24,gray|orange,2,1,gray,75,50,17,8,15.108,6.818,0.2302,0.0791,46.613
36,brown|orange,2,2,,75,42,22,11,19.865,5.781,0.3832,0.0978,36.77
51,blue|gray,2,1,gray,75,52,14,9,16.388,7.514,0.386,0.1773,44.477
97,gray|orange,2,1,gray,75,46,19,10,14.939,4.799,0.242,0.0666,42.464
5,blue|gray,2,1,gray,74,58,16,0,21.011,5.798,0.3685,0.1173,63.001
33,cyan|orange|yellow,3,3,,74,62,6,6,28.631,3.669,0.4031,0.0618,88.751
46,blue|gray,2,1,gray,74,55,12,7,9.998,3.092,0.2592,0.0774,32.516
47,blue|gray,2,1,gray,73,50,13,10,13.521,3.836,0.2453,0.0587,41.57
69,blue|brown|gray,3,2,gray,73,49,17,7,12.188,4.014,0.3092,0.079,37.463
33,brown|cyan|green,3,3,,72,38,18,16,23.209,4.308,0.5191,0.0716,78.42
81,brown|gray,2,1,gray,72,52,13,7,9.347,2.805,0.2032,0.0584,25.848
1,gray|orange|white,3,1,gray|white,71,50,12,9,12.764,3.233,0.1975,0.0551,36.508
1,black|brown|red,3,2,black,71,48,15,8,16.162,7.183,0.3782,0.1059,42.386
30,gray|green|white,3,1,gray|white,70,47,17,6,16.468,3.163,0.2989,0.0601,40.791
25,blue|gray,2,1,gray,69,41,25,3,15.664,5.294,0.2973,0.0849,51.441
48,blue,1,1,,69,52,12,5,21.524,10.404,0.3888,0.134,47.279
69,brown|orange,2,2,,69,43,18,8,26.633,6.454,0.5357,0.0984,53.461
84,cyan|gray|green,3,2,gray,69,54,10,5,20.788,4.589,0.3306,0.0722,66.472
21,brown|gray|orange,3,2,gray,68,52,13,3,14.47,2.995,0.254,0.0427,42.778
25,blue|brown|orange,3,3,,68,46,20,2,21.328,3.304,0.4288,0.0676,58.472
38,brown|orange,2,2,,68,58,9,1,21.609,3.819,0.3931,0.0684,42.622
47,blue|brown|gray,3,2,gray,68,54,8,6,14.153,2.876,0.2972,0.0602,41.844
89,brown|orange|red,3,3,,68,47,13,8,23.711,7.788,0.4973,0.1123,50.531
14,green|white|yellow,3,2,white,67,38,19,10,23.955,4.951,0.3419,0.068,56.36
15,brown|gray|white,3,1,gray|white,67,47,14,6,8.524,2.446,0.1934,0.0499,27.248
33,cyan|white|yellow,3,2,white,67,51,13,3,25.353,2.513,0.3456,0.0378,74.377
38,gray|orange,2,1,gray,67,49,10,8,14.229,3.93,0.2161,0.0452,32.873
42,blue|brown|orange,3,3,,67,57,8,2,25.559,1.86,0.5768,0.0455,65.581
76,blue|gray|white,3,1,gray|white,67,47,13,7,12.03,3.803,0.2169,0.0547,33.437
76,blue|gray,2,1,gray,67,48,14,5,16.734,5.835,0.2857,0.082,39.797
9,brown|orange|red,3,3,,66,43,14,9,21.86,6.091,0.511,0.1153,49.067
57,brown|gray|white,3,1,gray|white,66,48,12,6,9.719,3.21,0.2114,0.0583,31.267
14,cyan|white|yellow,3,2,white,65,33,21,11,24.258,3.877,0.3294,0.0479,74.778
22,cyan|green,2,2,,65,46,7,12,29.357,5.51,0.5411,0.0761,82.595
44,brown|gray|orange,3,2,gray,65,41,16,8,13.864,3.837,0.2716,0.0678,38.358
51,brown|orange|red,3,3,,65,44,15,6,31.529,9.292,0.5419,0.1081,72.084
77,gray|red|white,3,1,gray|white,65,50,9,6,13.898,4.946,0.2458,0.0666,48.913
10,blue|gray|orange,3,2,gray,64,50,9,5,22.797,6.715,0.3545,0.0935,71.352
29,black|blue|white,3,1,black|white,64,45,13,6,7.661,2.812,0.1842,0.044,22.555
49,black|brown|gray,3,1,black|gray,64,45,13,6,7.084,1.895,0.2045,0.0393,20.469
57,gray|orange|white,3,1,gray|white,64,46,12,6,13.014,4.588,0.2198,0.0619,41.953
59,gray|orange,2,1,gray,64,40,16,8,12.444,3.915,0.2015,0.0469,40.453
2,blue|brown|gray,3,2,gray,63,40,11,12,12.866,2.965,0.2779,0.0619,39.738
15,blue|brown|gray,3,2,gray,63,43,14,6,11.177,4.11,0.2543,0.0627,30.943
22,brown|green|yellow,3,3,,63,34,18,11,24.379,5.254,0.489,0.0789,59.61
33,cyan|green|white,3,2,white,63,39,14,10,25.609,3.529,0.3543,0.0419,75.578
36,brown|gray,2,1,gray,63,43,14,6,8.705,3.417,0.2614,0.0812,17.639
15,brown|gray|orange,3,2,gray,62,42,12,8,14.057,4.889,0.2788,0.0754,39.012
16,gray|orange|white,3,1,gray|white,62,40,15,7,13.255,1.713,0.2208,0.0183,43.006
31,brown|gray,2,1,gray,62,44,10,8,9.498,2.932,0.2427,0.0735,25.951
54,gray|red|white,3,1,gray|white,62,44,13,5,23.445,5.503,0.3296,0.0782,87.534
54,brown|orange|red,3,3,,62,42,14,6,27.981,5.841,0.5332,0.0901,84.117
74,brown|gray|white,3,1,gray|white,62,42,14,6,10.404,3.809,0.2163,0.0588,31.469
97,brown|gray|red,3,2,gray,62,43,12,7,14.681,4.691,0.3266,0.0713,38.811
46,brown|gray|orange,3,2,gray,61,44,12,5,16.487,3.803,0.339,0.0664,45.312
64,brown|orange|red,3,3,,61,44,9,8,17.258,5.442,0.4285,0.0888,38.754
97,blue|gray|orange,3,2,gray,61,40,15,6,17.136,5.467,0.3012,0.0839,50.892
15,blue,1,1,,60,42,12,6,21.877,9.306,0.435,0.1355,40.055
16,blue|orange|white,3,2,white,60,45,9,6,14.19,1.467,0.2344,0.0171,47.949
4,gray|red|white,3,1,gray|white,59,42,9,8,19.578,4.845,0.2673,0.0596,66.789
7,red|white,2,1,white,59,44,8,7,24.272,12.202,0.3241,0.1271,80.685
41,blue|gray|white,3,1,gray|white,59,38,8,13,10.908,4.26,0.2756,0.0789,36.802
56,orange|yellow,2,2,,59,44,10,5,23.337,3.675,0.3374,0.0631,42.522
69,brown|orange|yellow,3,3,,59,42,12,5,29.14,5.402,0.5243,0.0814,63.368
15,black|brown|gray,3,1,black|gray,58,41,12,5,8.146,2.206,0.2012,0.0353,27.126
36,brown|orange|red,3,3,,58,44,8,6,18.364,7.525,0.4276,0.105,34.535
36,black|blue|gray,3,1,black|gray,58,40,12,6,5.685,1.69,0.1644,0.0266,15.852
56,brown|orange|yellow,3,3,,58,36,14,8,23.577,3.178,0.3916,0.0624,42.862
66,red,1,1,,57,42,15,0,42.286,15.521,0.5158,0.1444,59.725
77,brown|gray|orange,3,2,gray,57,44,8,5,14.324,4.156,0.2804,0.0667,43.822
3,cyan,1,1,,56,52,3,1,27.96,1.063,0.6763,0.0563,71.417
17,blue|gray,2,1,gray,56,32,16,8,15.302,4.69,0.2779,0.0804,48.174
51,brown|gray|red,3,2,gray,56,37,11,8,14.213,5.234,0.3186,0.0981,39.585
57,blue|brown|gray,3,2,gray,56,40,11,5,12.36,3.56,0.2664,0.0763,34.062
18,blue|gray|white,3,1,gray|white,55,33,19,3,12.221,3.528,0.2508,0.0627,36.996
57,brown|orange|white,3,2,white,55,41,9,5,16.602,5.749,0.3078,0.0854,48.74
57,blue|gray|white,3,1,gray|white,55,36,15,4,10.516,3.554,0.202,0.0637,33.624
74,gray|orange|white,3,1,gray|white,55,40,9,6,13.232,3.746,0.2281,0.0579,45.384
97,blue|gray|white,3,1,gray|white,55,38,12,5,8.567,4.079,0.1794,0.0499,25.591
20,blue|gray|white,3,1,gray|white,54,42,9,3,11.864,3.046,0.2127,0.0443,36.887
74,gray|red|white,3,1,gray|white,54,37,14,3,14.247,6.232,0.2482,0.0732,46.93
84,cyan|green,2,2,,54,20,10,24,25.225,3.59,0.4495,0.0763,75.318
97,brown|gray|yellow,3,2,gray,54,39,10,5,15.018,3.515,0.2978,0.0698,34.862
16,brown|gray|white,3,1,gray|white,53,39,10,4,15.094,3.005,0.2534,0.0341,45.412
24,gray|white|yellow,3,1,gray|white,53,36,10,7,17.849,8.575,0.25,0.0858,56.388
36,brown|gray|yellow,3,2,gray,53,39,9,5,14.674,4.174,0.3296,0.0785,28.946
42,brown|green,2,2,,53,50,3,0,20.607,2.241,0.5009,0.0873,45.207
77,brown|gray|white,3,1,gray|white,53,38,9,6,9.52,2.937,0.2047,0.0532,32.049
14,cyan|green|orange,3,3,,52,37,10,5,28.529,3.549,0.4482,0.0718,88.516
20,blue|gray|orange,3,2,gray,52,33,14,5,15.733,3.166,0.2749,0.055,51.32
32,brown|gray|yellow,3,2,gray,52,39,9,4,15.388,2.252,0.259,0.0357,37.877
51,orange|red,2,2,,52,37,10,5,44.302,11.849,0.6288,0.1127,89.708
69,gray|red|white,3,1,gray|white,52,37,10,5,16.681,5.949,0.2756,0.088,52.502
24,gray|orange|red,3,2,gray,51,36,8,7,20.669,6.204,0.3024,0.071,60.815
36,gray|orange|white,3,1,gray|white,51,34,11,6,12.809,2.795,0.2035,0.0455,30.171
44,gray|orange|white,3,1,gray|white,51,37,9,5,14.442,5.887,0.2345,0.085,47.058
51,blue|white,2,1,white,51,33,13,5,12.561,9.831,0.2725,0.1272,35.564
58,blue|gray,2,1,gray,51,32,11,8,12.721,3.055,0.2886,0.0627,46.576
64,red,1,1,,51,41,10,0,24.687,8.32,0.537,0.0723,40.981
97,blue|gray,2,1,gray,51,35,10,6,12.849,6.478,0.2385,0.0814,35.408
4,gray|orange|red,3,2,gray,50,34,7,9,19.58,3.271,0.3032,0.0433,65.417
13,brown|orange|red,3,3,,50,35,12,3,20.922,6.113,0.4578,0.1235,43.922
15,black|brown|orange,3,2,black,50,36,9,5,14.301,4.009,0.2955,0.0697,44.814
22,green|orange|yellow,3,3,,50,33,13,4,21.508,4.768,0.36,0.0602,40.27
24,brown|gray|orange,3,2,gray,50,38,9,3,18.299,4.527,0.3208,0.0772,50.598
24,blue|gray,2,1,gray,50,37,9,4,14.173,5.44,0.2657,0.0904,43.82
28,brown|orange|red,3,3,,50,36,11,3,18.317,5.228,0.5355,0.1319,47.687
30,gray|green|yellow,3,2,gray,50,34,11,5,18.798,3.998,0.3561,0.0572,43.591
36,blue|gray|white,3,1,gray|white,50,36,9,5,7.546,3.052,0.1726,0.0493,19.533
46,blue|gray|red,3,2,gray,50,38,8,4,12.677,3.287,0.3279,0.0795,41.672
46,brown|gray|white,3,1,gray|white,50,34,9,7,9.619,3.487,0.2424,0.0563,26.175
69,gray|red,2,1,gray,50,36,10,4,16.161,7.506,0.2948,0.112,47.144
77,gray|orange|white,3,1,gray|white,50,38,8,4,14.472,3.919,0.2337,0.0522,49.501
90,blue|gray|green,3,2,gray,50,35,8,7,16.676,2.806,0.3011,0.0414,45.357
15,brown|orange|white,3,2,white,49,37,9,3,15.784,4.807,0.2998,0.0893,46.443
24,orange|white,2,1,white,49,34,8,7,22.693,7.557,0.2957,0.1081,65.953
25,brown|orange|white,3,2,white,49,34,9,6,16.176,3.141,0.3574,0.0618,43.248
36,brown|gray|white,3,1,gray|white,49,35,9,5,9.378,3.252,0.2177,0.0731,19.615
51,cyan|gray,2,1,gray,49,33,10,6,11.671,3.158,0.3348,0.1033,40.718
53,blue|gray,2,1,gray,49,23,18,8,15.137,4.777,0.2875,0.0825,38.758
69,gray|orange|white,3,1,gray|white,49,34,9,6,17.303,5.885,0.2624,0.0793,49.527
84,green|white|yellow,3,2,white,49,31,11,7,26.095,4.628,0.3588,0.0654,62.439
6,blue|gray,2,1,gray,48,36,5,7,17.195,3.518,0.3055,0.0544,49.745
7,blue|gray,2,1,gray,48,34,10,4,15.524,7.177,0.2728,0.0912,42.873
9,black|blue|gray,3,1,black|gray,48,34,9,5,6.475,2.538,0.1926,0.0414,20.721
16,gray|white|yellow,3,1,gray|white,48,34,10,4,16.863,2.601,0.2251,0.0395,47.619
32,gray|green|yellow,3,2,gray,48,34,10,4,17.105,1.882,0.2622,0.0386,39.768
37,brown|gray|orange,3,2,gray,48,37,6,5,16.09,2.615,0.3159,0.046,41.309
39,blue|brown|gray,3,2,gray,48,36,7,5,13.93,2.688,0.2783,0.0359,43.566
49,blue|brown|gray,3,2,gray,48,31,9,8,12.91,3.367,0.3223,0.0688,39.686
65,gray|red|white,3,1,gray|white,48,30,14,4,22.431,6.803,0.2984,0.0953,77.524
73,black|orange,2,1,black,48,32,6,10,10.846,2.769,0.2656,0.0403,50.598
97,gray|orange|yellow,3,2,gray,48,33,10,5,21.837,7.389,0.3084,0.0866,53.37
14,cyan|gray|green,3,2,gray,47,29,14,4,21.159,5.184,0.366,0.0701,65.129
14,brown|green|yellow,3,3,,47,37,9,1,28.325,6.778,0.4982,0.1036,61.424
20,blue|brown|gray,3,2,gray,47,33,9,5,14.605,3.437,0.2851,0.0583,45.96
24,black|blue|brown,3,2,black,47,32,9,6,8.521,2.996,0.2761,0.0467,30.056
38,brown|gray|white,3,1,gray|white,47,31,12,4,12.355,2.571,0.2231,0.0384,31.818
46,gray|orange|white,3,1,gray|white,47,33,11,3,13.953,2.852,0.2451,0.0499,44.674
54,gray|red|yellow,3,2,gray,47,27,16,4,29.367,5.956,0.3657,0.074,89.059
65,red|white,2,1,white,47,32,9,6,27.156,10.1,0.3234,0.1223,90.018
77,brown|orange|white,3,2,white,47,37,7,3,16.071,3.761,0.2973,0.0684,46.909
97,brown|gray,2,1,gray,47,33,10,4,10.28,2.054,0.2248,0.0583,26.843
9,gray|green|white,3,1,gray|white,46,33,9,4,7.156,3.221,0.1744,0.0535,12.25
21,gray|orange,2,1,gray,46,26,9,11,15.508,3.2,0.2293,0.0328,48.292
24,orange|red|white,3,2,white,46,26,12,8,27.123,10.055,0.3629,0.129,80.375
26,brown|orange|red,3,3,,46,37,5,4,21.574,6.975,0.4516,0.1162,47.92
29,gray|red|white,3,1,gray|white,46,25,15,6,16.624,8.767,0.2447,0.076,58.697
47,black|blue|gray,3,1,black|gray,46,34,9,3,8.213,3.834,0.1856,0.0538,24.751
50,blue|gray|green,3,2,gray,46,38,5,3,17.201,3.733,0.3253,0.047,46.352
57,gray|red|white,3,1,gray|white,46,34,8,4,19.579,9.519,0.3342,0.1393,58.928
66,blue|gray|white,3,1,gray|white,46,29,13,4,15.324,6.053,0.2484,0.0944,45.48
10,gray|orange|white,3,1,gray|white,45,32,10,3,22.412,5.877,0.2963,0.0699,75.162
22,brown|cyan|yellow,3,3,,45,33,9,3,24.744,4.777,0.5018,0.0806,74.177
22,green|white|yellow,3,2,white,45,32,6,7,26.312,5.585,0.3882,0.0821,59.12
24,red|white,2,1,white,45,24,14,7,24.838,9.5,0.309,0.0981,77.702
27,blue|gray|white,3,1,gray|white,45,33,7,5,11.516,4.192,0.2222,0.0544,33.421
51,blue|red|white,3,2,white,45,32,8,5,20.606,7.698,0.3652,0.0949,66.41
57,gray|red,2,1,gray,45,34,8,3,31.357,13.053,0.4868,0.1397,77.966
61,brown|orange|white,3,2,white,45,32,9,4,17.478,4.023,0.3392,0.079,45.638
84,cyan|orange|yellow,3,3,,45,26,12,7,26.333,4.01,0.3675,0.0563,80.01
89,gray|red|white,3,1,gray|white,45,32,9,4,13.285,2.913,0.2389,0.0441,38.364
92,red|white,2,1,white,45,32,9,4,12.732,1.711,0.2148,0.0321,38.438
5,blue|gray|yellow,3,2,gray,44,29,13,2,28.282,7.741,0.4735,0.1197,79.98
11,gray|orange,2,1,gray,44,34,7,3,16.534,4.046,0.2719,0.061,45.561
24,blue|gray|orange,3,2,gray,44,31,9,4,18.659,6.773,0.3103,0.0942,57.341
27,brown|gray|red,3,2,gray,44,32,10,2,11.816,2.603,0.3025,0.063,30.944
43,blue|gray|white,3,1,gray|white,44,32,9,3,9.993,3.02,0.2087,0.0414,31.342
47,brown|gray|white,3,1,gray|white,44,31,9,4,9.725,3.106,0.2133,0.0651,26.47
69,blue|gray|red,3,2,gray,44,30,9,5,18.21,6.947,0.3383,0.0861,56.935
97,brown|orange|yellow,3,3,,44,29,9,6,27.051,5.519,0.4699,0.0854,51.955
3,blue|brown,2,2,,43,31,6,6,34.918,5.807,0.5549,0.0407,66.179
15,gray|red,2,1,gray,43,21,15,7,32.063,14.809,0.4719,0.197,80.712
19,brown|gray|orange,3,2,gray,43,30,10,3,17.047,4.109,0.3301,0.0641,43.225
24,gray|red,2,1,gray,43,29,9,5,20.711,9.634,0.2975,0.1141,68.6
24,blue|white,2,1,white,43,29,9,5,19.22,5.233,0.3056,0.1006,62.649
32,gray|orange|white,3,1,gray|white,43,31,8,4,13.493,2.302,0.1994,0.0318,29.584
42,brown|green|red,3,3,,43,37,4,2,18.294,2.356,0.4819,0.0873,42.837
46,blue|cyan|gray,3,2,gray,43,31,7,5,11.202,3.526,0.3104,0.0713,37.689
89,brown|gray|orange,3,2,gray,43,28,12,3,15.559,3.156,0.3159,0.0735,39.973
93,blue|gray|white,3,1,gray|white,43,30,9,4,8.806,5.489,0.183,0.0676,25.54
5,blue|gray|orange,3,2,gray,42,25,3,14,23.373,7.019,0.4189,0.1076,70.574
15,gray|green|white,3,1,gray|white,42,32,6,4,9.71,3.053,0.18,0.0462,24.787
18,blue|brown|gray,3,2,gray,42,33,7,2,13.186,2.361,0.3078,0.068,40.569
24,gray|yellow,2,1,gray,42,28,9,5,18.882,8.95,0.2667,0.1049,59.147
25,blue|gray|orange,3,2,gray,42,27,7,8,19.675,5.545,0.3586,0.0887,63.52
31,brown|gray|red,3,2,gray,42,30,7,5,14.332,4.714,0.3609,0.1068,39.78
36,black|brown|gray,3,1,black|gray,42,28,9,5,6.281,2.326,0.2079,0.0539,17.153
