cluster_k98,color,n_images,n_pixels,saturation_mean,saturation_std,value_mean,value_std
35,black,359,472926,0.10332,0.06097,0.12065,0.05784
35,blue,410,2989436,0.54097,0.23635,0.55162,0.22366
35,brown,416,1210388,0.46378,0.18319,0.34635,0.13671
35,cyan,377,731988,0.55512,0.26907,0.55763,0.26975
35,gray,439,3767192,0.10381,0.05364,0.57161,0.19771
35,green,381,970449,0.44334,0.20289,0.43563,0.21545
35,magenta,344,149506,0.43446,0.19206,0.42942,0.23518
35,orange,430,2174368,0.50172,0.20974,0.78066,0.13011
35,pink,397,354983,0.47236,0.22234,0.48376,0.2826
35,purple,358,220418,0.41886,0.18283,0.35504,0.20055
35,red,430,1973176,0.57913,0.2284,0.59727,0.25202
35,white,424,2435315,0.0668,0.05223,0.94106,0.04686
35,yellow,415,1182083,0.55024,0.25236,0.70175,0.26642
36,black,150,304053,0.09704,0.06769,0.1069,0.06658
36,blue,136,225697,0.55003,0.27163,0.17268,0.16925
36,brown,223,1860221,0.50505,0.17915,0.37096,0.13137
36,cyan,124,182575,0.41864,0.22996,0.24863,0.17285
36,gray,218,1405008,0.12856,0.05145,0.57353,0.19203
36,green,140,139377,0.35984,0.184,0.36475,0.22225
36,magenta,131,36082,0.47235,0.23155,0.0982,0.09608
36,orange,219,3333241,0.33458,0.09478,0.75538,0.11571
36,pink,177,205383,0.47053,0.17115,0.41085,0.28254
36,purple,121,29286,0.51139,0.26434,0.09486,0.10372
36,red,214,1208317,0.51731,0.21239,0.40566,0.23443
36,white,189,888617,0.09232,0.0645,0.93338,0.04801
36,yellow,164,653311,0.35814,0.14127,0.68189,0.23677
37,black,139,463484,0.03617,0.06161,0.0369,0.05935
37,blue,151,521002,0.4689,0.21972,0.53256,0.21056
37,brown,156,899144,0.52403,0.17675,0.38656,0.13661
37,cyan,147,667697,0.41759,0.19016,0.49087,0.17638
37,gray,158,1731966,0.12015,0.04917,0.61918,0.16293
37,green,145,279809,0.31225,0.13076,0.38914,0.17958
37,magenta,98,8116,0.41141,0.27206,0.11294,0.11619
37,orange,157,1714305,0.40087,0.13476,0.73628,0.10706
37,pink,102,12824,0.41472,0.23773,0.16631,0.14229
37,purple,79,13307,0.34641,0.17384,0.188,0.1507
37,red,147,367299,0.63952,0.23772,0.31641,0.16238
37,white,128,479399,0.10699,0.0528,0.90989,0.04261
37,yellow,154,353456,0.31735,0.13135,0.62861,0.27792
38,black,383,419307,0.08302,0.06802,0.10277,0.0618
38,blue,398,826521,0.43575,0.17294,0.40336,0.21701
38,brown,446,2634254,0.4345,0.17418,0.37518,0.13136
38,cyan,361,519522,0.39196,0.15204,0.43878,0.2027
38,gray,447,3838147,0.12786,0.04951,0.60879,0.17813
38,green,387,839462,0.36826,0.14863,0.34222,0.21705
38,magenta,300,44387,0.33581,0.18756,0.21334,0.12202
38,orange,448,5193879,0.38227,0.14279,0.75612,0.11934
38,pink,366,107652,0.44069,0.19472,0.31498,0.19799
38,purple,315,47758,0.42401,0.23284,0.20841,0.15761
38,red,442,1637720,0.55143,0.19228,0.51769,0.2297
38,white,323,2396865,0.09854,0.05763,0.93544,0.04451
38,yellow,431,1393406,0.35302,0.15729,0.64021,0.22642
39,black,295,737032,0.12644,0.05133,0.11727,0.04746
39,blue,290,2251008,0.40445,0.14618,0.61936,0.28433
39,brown,317,3233369,0.43492,0.14075,0.34014,0.13683
39,cyan,209,211978,0.33754,0.12555,0.5882,0.33027
39,gray,315,2716689,0.12419,0.05192,0.48243,0.18032
39,green,251,1418143,0.44724,0.16074,0.33938,0.16312
39,magenta,248,156866,0.28883,0.10279,0.21764,0.19182
39,orange,311,1765912,0.41329,0.13429,0.70605,0.11119
39,pink,275,364282,0.30515,0.10611,0.31294,0.22533
39,purple,260,276113,0.28788,0.0912,0.22466,0.18732
39,red,304,2389555,0.4129,0.15723,0.36636,0.20675
39,white,312,593493,0.10263,0.05704,0.93347,0.04388
39,yellow,283,1645816,0.43682,0.14811,0.42383,0.19153
40,black,229,602644,0.12582,0.0514,0.11298,0.04552
40,blue,224,1641033,0.43948,0.17275,0.49121,0.28182
40,brown,242,2015170,0.49303,0.16773,0.26205,0.15418
40,cyan,169,296417,0.37556,0.14583,0.35727,0.20398
40,gray,238,1859814,0.12161,0.0493,0.53887,0.19678
40,green,206,1742576,0.4047,0.14278,0.34277,0.19363
40,magenta,229,134942,0.31268,0.10755,0.21695,0.19146
40,orange,240,947766,0.4645,0.1798,0.76132,0.12992
40,pink,238,444310,0.40788,0.1628,0.35404,0.241
40,purple,220,199623,0.3091,0.10263,0.21237,0.17829
40,red,240,2746936,0.50315,0.18244,0.3338,0.2414
40,white,234,682612,0.07591,0.05571,0.93321,0.04268
40,yellow,228,813005,0.41777,0.15881,0.4115,0.28167
41,black,186,559066,0.10611,0.05867,0.11522,0.0501
41,blue,187,1501349,0.48331,0.23273,0.39121,0.2727
41,brown,187,800684,0.46423,0.20093,0.32201,0.1459
41,cyan,178,217196,0.47668,0.23682,0.29941,0.21477
41,gray,187,1959167,0.10432,0.05281,0.53904,0.19242
41,green,178,432644,0.4241,0.16692,0.3286,0.20244
41,magenta,173,60504,0.39549,0.15003,0.10076,0.09585
41,orange,184,653196,0.4573,0.20955,0.73043,0.1195
41,pink,186,122785,0.45016,0.16931,0.17516,0.18502
41,purple,177,74809,0.36069,0.15723,0.1044,0.09313
41,red,187,783389,0.61209,0.23607,0.46083,0.25493
41,white,185,731952,0.06691,0.05376,0.93452,0.0476
41,yellow,184,376667,0.47143,0.20892,0.5123,0.25602
42,black,227,174839,0.13089,0.0476,0.15486,0.03527
42,blue,126,89057,0.36857,0.19208,0.66904,0.22052
42,brown,250,4759036,0.45562,0.18392,0.28485,0.10192
42,cyan,200,52143,0.42927,0.16854,0.41062,0.12204
42,gray,250,2507653,0.12786,0.04693,0.39632,0.1121
42,green,245,6409120,0.52227,0.13683,0.41203,0.08923
42,magenta,200,26419,0.3094,0.12873,0.19231,0.09048
42,orange,194,72139,0.29921,0.07669,0.65787,0.08225
42,pink,234,100740,0.33871,0.14448,0.21385,0.09681
42,purple,136,10330,0.36047,0.19918,0.20142,0.10766
42,red,250,1261780,0.47708,0.2228,0.30466,0.18207
42,white,151,31931,0.05915,0.06058,0.95584,0.05311
42,yellow,248,823021,0.38386,0.16392,0.27156,0.1124
43,black,243,1001697,0.12836,0.05056,0.10457,0.04478
43,blue,254,2638185,0.4012,0.14386,0.5324,0.28827
43,brown,265,2873327,0.43705,0.13068,0.28216,0.14841
43,cyan,191,229996,0.35482,0.14536,0.47847,0.27402
43,gray,264,1990935,0.11801,0.05227,0.55051,0.20704
43,green,222,958568,0.38632,0.12221,0.28614,0.17852
43,magenta,254,169098,0.29903,0.1291,0.24618,0.22371
43,orange,264,786247,0.44666,0.17129,0.6958,0.10875
43,pink,260,382831,0.33774,0.13797,0.23797,0.1979
43,purple,254,372164,0.30388,0.13352,0.24036,0.2118
43,red,263,2290296,0.46386,0.18191,0.26453,0.20829
43,white,260,1093761,0.08565,0.05241,0.9268,0.04114
43,yellow,252,888799,0.403,0.11548,0.41313,0.23623
44,black,198,495007,0.06864,0.06848,0.081,0.07062
44,blue,193,1064640,0.44879,0.19868,0.47684,0.25711
44,brown,217,1225992,0.60212,0.21566,0.36814,0.12604
44,cyan,155,179513,0.42371,0.20887,0.48219,0.25491
44,gray,224,2622545,0.09402,0.05379,0.57409,0.18852
44,green,157,276379,0.41786,0.18246,0.38713,0.20183
44,magenta,177,33369,0.37977,0.16947,0.21041,0.19507
44,orange,209,1865454,0.48925,0.19179,0.76032,0.12503
44,pink,198,143906,0.50908,0.21329,0.51262,0.3351
44,purple,171,46651,0.38878,0.18958,0.185,0.18909
44,red,217,1253099,0.61128,0.2193,0.47647,0.22031
44,white,218,1775372,0.04326,0.05022,0.94206,0.04535
44,yellow,189,232409,0.45441,0.22199,0.61747,0.28861
45,black,158,3231257,0.00354,0.02237,0.00638,0.01943
45,blue,150,153558,0.62066,0.31015,0.13941,0.2254
45,brown,158,1260616,0.65271,0.14543,0.39458,0.12759
45,cyan,144,25493,0.52286,0.27464,0.08963,0.1422
45,gray,158,344526,0.07945,0.05391,0.62664,0.17375
45,green,145,218132,0.46691,0.21249,0.06704,0.09068
45,magenta,153,94969,0.63212,0.26509,0.10195,0.08708
45,orange,158,1419606,0.54045,0.13334,0.67949,0.08615
45,pink,157,61676,0.56091,0.27784,0.15045,0.15679
45,purple,153,72437,0.87166,0.18846,0.04124,0.03823
45,red,158,452634,0.67806,0.22489,0.35896,0.23973
45,white,156,142338,0.03839,0.04045,0.91565,0.04424
45,yellow,151,304902,0.4545,0.18921,0.30945,0.33751
46,black,341,636575,0.1163,0.05796,0.1138,0.05083
46,blue,345,1904805,0.4746,0.20101,0.38087,0.27192
46,brown,380,2630112,0.56255,0.20525,0.32331,0.14056
46,cyan,288,439029,0.4161,0.18972,0.40019,0.27249
46,gray,378,3456581,0.10547,0.05466,0.57856,0.18303
46,green,296,560233,0.41618,0.1774,0.27489,0.21647
46,magenta,337,267020,0.42689,0.20354,0.17185,0.14572
46,orange,378,2125342,0.45301,0.17854,0.74081,0.11763
46,pink,366,666774,0.46949,0.20237,0.27126,0.2297
46,purple,330,376445,0.39891,0.17806,0.2061,0.17673
46,red,383,3068890,0.5303,0.20835,0.35609,0.23546
46,white,378,1784742,0.07691,0.05438,0.93653,0.04708
46,yellow,350,594812,0.41939,0.18257,0.52572,0.30532
47,black,341,527874,0.11982,0.05902,0.11548,0.053
47,blue,337,3401885,0.39979,0.14853,0.66516,0.27094
47,brown,368,2130223,0.46866,0.16336,0.34381,0.13754
47,cyan,278,570384,0.35532,0.14856,0.67202,0.28668
47,gray,372,3285230,0.11652,0.05283,0.57041,0.1847
47,green,297,1355011,0.4233,0.14641,0.34698,0.18668
47,magenta,300,224641,0.32659,0.12722,0.35223,0.25619
47,orange,362,1591091,0.39483,0.12521,0.72662,0.11701
47,pink,328,437274,0.3559,0.14432,0.35125,0.24579
47,purple,302,325736,0.3386,0.12182,0.37392,0.27536
47,red,366,1910083,0.42343,0.17908,0.41634,0.24035
47,white,362,1775211,0.09249,0.05972,0.93304,0.04381
47,yellow,345,1047373,0.4447,0.14607,0.46164,0.20864
48,black,245,562920,0.04085,0.06161,0.05226,0.07146
48,blue,230,1567522,0.43777,0.19008,0.58742,0.27779
48,brown,294,756635,0.54327,0.19034,0.37415,0.13775
48,cyan,181,219195,0.57639,0.25048,0.49975,0.22149
48,gray,293,1249784,0.09181,0.05799,0.58414,0.18475
48,green,188,272127,0.42422,0.17001,0.34856,0.20269
48,magenta,209,63265,0.35575,0.16546,0.24619,0.15158
48,orange,276,1464025,0.44629,0.17561,0.75582,0.12094
48,pink,248,140309,0.50551,0.23101,0.5202,0.36799
48,purple,200,52564,0.40011,0.18902,0.23464,0.1412
48,red,283,1576178,0.63284,0.22036,0.52288,0.23493
48,white,256,956321,0.05345,0.053,0.93703,0.04723
48,yellow,232,184371,0.38884,0.18167,0.66596,0.28615
49,black,323,576980,0.09326,0.06853,0.09223,0.06261
49,blue,320,1448984,0.48136,0.21257,0.35964,0.26103
49,brown,326,3556412,0.53465,0.1915,0.30723,0.14297
49,cyan,286,313984,0.48089,0.22687,0.34741,0.27398
49,gray,323,2673958,0.11011,0.05355,0.55506,0.18498
49,green,303,502538,0.43846,0.20865,0.28662,0.21544
49,magenta,301,123996,0.39423,0.1531,0.13497,0.14887
49,orange,326,2152290,0.46552,0.18442,0.7391,0.12204
49,pink,316,293802,0.39462,0.15861,0.2834,0.2883
49,purple,307,215801,0.41561,0.15879,0.24174,0.23459
49,red,328,1600968,0.52176,0.2093,0.31887,0.2432
49,white,327,914457,0.07456,0.0567,0.93349,0.04635
49,yellow,323,671462,0.4024,0.18163,0.50879,0.28841
50,black,254,280127,0.10761,0.06219,0.1236,0.05265
50,blue,260,2015247,0.40928,0.14476,0.67995,0.24915
50,brown,260,1077862,0.45653,0.16854,0.31906,0.14209
50,cyan,207,280168,0.33838,0.11743,0.64166,0.31945
50,gray,264,2003829,0.11163,0.05565,0.53753,0.18584
50,green,243,1408730,0.49021,0.17029,0.30329,0.18104
50,magenta,232,276772,0.32364,0.12536,0.38851,0.20678
50,orange,227,675287,0.39123,0.13147,0.74086,0.12539
50,pink,247,406369,0.36824,0.15288,0.37611,0.21112
50,purple,234,461076,0.33665,0.11753,0.53246,0.26849
50,red,257,765196,0.39927,0.16853,0.42857,0.22385
50,white,255,1215200,0.0797,0.06137,0.9499,0.04765
50,yellow,251,716089,0.45993,0.17049,0.4472,0.24577
51,black,356,920393,0.05352,0.0674,0.05854,0.06115
51,blue,375,1977412,0.50118,0.21873,0.40357,0.26396
51,brown,407,1236476,0.51024,0.18785,0.33693,0.15075
51,cyan,323,323391,0.41682,0.19558,0.48404,0.31822
51,gray,426,3592189,0.08543,0.05639,0.61479,0.16908
51,green,335,444370,0.43508,0.18092,0.31897,0.22471
51,magenta,359,234747,0.40321,0.16398,0.25738,0.19957
51,orange,390,1573638,0.47293,0.20657,0.75758,0.12044
51,pink,394,610088,0.48548,0.20509,0.38173,0.24082
51,purple,350,286845,0.41217,0.17464,0.26816,0.21828
51,red,421,3837886,0.63277,0.21418,0.52418,0.2311
51,white,388,2021141,0.05489,0.05265,0.93465,0.04714
51,yellow,361,654064,0.4411,0.20255,0.51708,0.31937
52,black,81,272745,0.0588,0.07111,0.06433,0.0642
52,blue,79,266370,0.48454,0.23662,0.31973,0.26035
52,brown,81,620589,0.53439,0.18225,0.29614,0.15232
52,cyan,76,55549,0.537,0.23826,0.42074,0.26545
52,gray,81,563798,0.08986,0.0567,0.59928,0.19051
52,green,78,43979,0.43703,0.24067,0.18286,0.1815
52,magenta,80,34953,0.47513,0.21136,0.23736,0.1584
52,orange,80,607845,0.4763,0.17179,0.81497,0.14561
52,pink,81,76866,0.4769,0.2112,0.31024,0.2463
52,purple,78,40149,0.41743,0.20382,0.37755,0.36759
52,red,81,523265,0.60657,0.22398,0.40877,0.2736
52,white,78,373035,0.05327,0.05752,0.94484,0.05283
52,yellow,80,96153,0.44741,0.19883,0.56439,0.35136
53,black,326,1047048,0.12982,0.04997,0.1046,0.04693
53,blue,316,6154792,0.41423,0.1364,0.5655,0.27439
53,brown,358,2501821,0.44461,0.15177,0.2744,0.1603
53,cyan,199,376592,0.34977,0.14464,0.54024,0.31134
53,gray,340,2308576,0.12345,0.05068,0.49445,0.19589
53,green,230,861781,0.37873,0.1398,0.30009,0.16819
53,magenta,316,402685,0.30209,0.07144,0.3018,0.2356
53,orange,339,1407848,0.45224,0.1585,0.76321,0.13193
53,pink,336,952234,0.35246,0.10681,0.39091,0.28622
53,purple,316,512395,0.29748,0.07772,0.26419,0.22349
53,red,358,3114600,0.41799,0.14929,0.35069,0.27274
53,white,327,1507251,0.11059,0.05254,0.94107,0.0392
53,yellow,305,959001,0.41287,0.13165,0.36979,0.21548
54,black,427,1257471,0.05528,0.06513,0.07728,0.07185
54,blue,439,1662392,0.56915,0.22464,0.53849,0.22929
54,brown,500,2281779,0.48819,0.2204,0.28714,0.15563
54,cyan,417,317747,0.37106,0.17215,0.5692,0.23591
54,gray,501,5129827,0.1128,0.04656,0.52114,0.19477
54,green,480,586575,0.51096,0.2432,0.42337,0.26916
54,magenta,386,87231,0.58466,0.27581,0.25471,0.2503
54,orange,499,2483349,0.50848,0.19889,0.79216,0.12942
54,pink,457,389622,0.61465,0.24444,0.38545,0.31796
54,purple,386,100494,0.64829,0.24201,0.1868,0.1794
54,red,498,4455908,0.7104,0.22645,0.61252,0.3212
54,white,500,2512132,0.09022,0.05585,0.95772,0.04677
54,yellow,499,2388849,0.53976,0.20715,0.74817,0.29842
55,black,74,400017,0.01634,0.04555,0.0153,0.0418
55,blue,74,160999,0.60271,0.24871,0.21804,0.18452
55,brown,74,697741,0.62317,0.21623,0.35282,0.14292
55,cyan,74,16397,0.5347,0.28282,0.27962,0.25116
55,gray,74,285356,0.11672,0.05146,0.57048,0.19535
55,green,74,57295,0.40349,0.15626,0.40236,0.21069
55,magenta,72,7490,0.52651,0.32664,0.21858,0.23304
55,orange,74,722533,0.51623,0.15644,0.7094,0.10363
55,pink,74,20197,0.45014,0.24743,0.35904,0.24066
55,purple,74,7312,0.32364,0.187,0.36668,0.23723
55,red,74,651557,0.68009,0.18588,0.52435,0.20083
55,white,74,56656,0.09977,0.05951,0.90614,0.04365
55,yellow,74,151010,0.46725,0.18164,0.60437,0.30889
56,black,272,282041,0.08865,0.06801,0.10178,0.06469
56,blue,266,534768,0.45274,0.18374,0.33252,0.23008
56,brown,299,1260188,0.43416,0.18345,0.38299,0.12923
56,cyan,225,116987,0.42428,0.174,0.23697,0.12872
56,gray,276,973813,0.13951,0.04797,0.57484,0.21703
56,green,251,267877,0.36883,0.13268,0.26509,0.12316
56,magenta,233,73179,0.5063,0.24602,0.13729,0.1563
56,orange,297,8111412,0.37649,0.11811,0.83506,0.12616
56,pink,255,158900,0.67163,0.26925,0.15044,0.17796
56,purple,233,88267,0.43527,0.17209,0.18099,0.21947
56,red,289,991709,0.66813,0.21247,0.41435,0.23193
56,white,159,991278,0.14156,0.05907,0.94505,0.05651
56,yellow,289,1259213,0.30834,0.12555,0.5543,0.2907
57,black,198,470105,0.07499,0.0727,0.07409,0.06915
57,blue,206,1561426,0.49457,0.17939,0.52446,0.22399
57,brown,232,1285848,0.54478,0.19006,0.38174,0.12741
57,cyan,156,86282,0.35229,0.15108,0.47436,0.28307
57,gray,236,1908134,0.10276,0.05433,0.60833,0.18149
57,green,159,92211,0.46186,0.19624,0.26051,0.17367
57,magenta,187,58238,0.46237,0.15997,0.15614,0.1159
57,orange,232,1800194,0.47659,0.15993,0.73379,0.11735
57,pink,219,64888,0.41727,0.19251,0.25269,0.20227
57,purple,188,33279,0.39771,0.21606,0.18357,0.175
57,red,236,2014694,0.67686,0.21055,0.51435,0.20086
57,white,217,2234213,0.06111,0.04947,0.94314,0.0438
57,yellow,180,198744,0.46665,0.18622,0.59941,0.30942
58,black,213,409598,0.10403,0.06075,0.10741,0.05604
58,blue,214,1789755,0.48152,0.22725,0.40296,0.27582
58,brown,214,728793,0.46192,0.19636,0.30914,0.14579
58,cyan,213,258072,0.48997,0.24093,0.36265,0.26742
58,gray,214,2829096,0.08491,0.05877,0.53658,0.16543
58,green,212,1077949,0.51197,0.18056,0.33416,0.20527
58,magenta,206,43703,0.43651,0.21354,0.29806,0.22765
58,orange,209,459297,0.46436,0.2185,0.73585,0.12337
58,pink,210,175647,0.52133,0.23284,0.4934,0.26785
58,purple,210,88727,0.49097,0.23193,0.3275,0.2401
58,red,213,718322,0.52352,0.24163,0.47331,0.23896
58,white,212,541985,0.07484,0.05556,0.92853,0.04536
58,yellow,213,374608,0.49522,0.20634,0.48962,0.25794
59,black,280,289645,0.09915,0.06267,0.12873,0.05911
59,blue,312,1596379,0.53295,0.23424,0.51927,0.2016
59,brown,353,1253076,0.46047,0.1881,0.37006,0.12958
59,cyan,281,651385,0.53468,0.25684,0.52735,0.17939
59,gray,366,3101924,0.11358,0.05081,0.57682,0.1865
59,green,290,817785,0.42883,0.18783,0.51866,0.20669
59,magenta,213,37474,0.41451,0.18457,0.28675,0.218
59,orange,364,3112843,0.44345,0.19934,0.79845,0.12846
59,pink,276,85697,0.51655,0.21973,0.34508,0.22861
59,purple,230,78610,0.43656,0.21097,0.29155,0.16837
59,red,345,1608568,0.6349,0.20859,0.63369,0.2496
59,white,341,2404947,0.09362,0.04967,0.94872,0.04409
59,yellow,338,1292419,0.46718,0.21868,0.716,0.23859
60,black,138,291827,0.03646,0.06291,0.03525,0.05715
60,blue,138,1445607,0.45976,0.19932,0.56376,0.25585
60,brown,138,709585,0.51609,0.20037,0.28525,0.16208
60,cyan,136,208244,0.5201,0.25564,0.31971,0.24624
60,gray,138,1263221,0.1028,0.05349,0.60882,0.16989
60,green,138,252241,0.53348,0.25865,0.22503,0.21263
60,magenta,138,32887,0.43909,0.21235,0.08564,0.07745
60,orange,138,554799,0.47638,0.19373,0.74042,0.12148
60,pink,137,60264,0.46859,0.17151,0.10187,0.10348
60,purple,134,41352,0.42156,0.16844,0.1084,0.09297
60,red,138,459571,0.61002,0.22081,0.25777,0.22527
60,white,135,539889,0.06483,0.05527,0.92175,0.04373
60,yellow,138,197729,0.45307,0.21529,0.39206,0.26197
61,black,150,756391,0.02385,0.05348,0.02863,0.0504
61,blue,139,374815,0.43717,0.23023,0.22631,0.20818
61,brown,164,1098306,0.55879,0.20857,0.37004,0.14125
61,cyan,137,1035690,0.67962,0.24835,0.33472,0.18583
61,gray,159,1045665,0.10822,0.05934,0.57287,0.19675
61,green,142,499578,0.53358,0.23329,0.28437,0.19631
61,magenta,113,102857,0.38898,0.17428,0.35998,0.15074
61,orange,163,1260188,0.47737,0.18781,0.70513,0.10563
61,pink,121,191759,0.46347,0.18958,0.22734,0.1783
61,purple,109,14565,0.4816,0.307,0.16431,0.14865
61,red,155,1195576,0.69098,0.25564,0.39467,0.21657
61,white,152,361444,0.04155,0.0542,0.91654,0.04705
61,yellow,151,373950,0.40691,0.17988,0.55057,0.24915
62,black,283,308779,0.08854,0.06408,0.1068,0.0531
62,blue,274,2316111,0.67705,0.19987,0.44866,0.19426
62,brown,326,1140340,0.47082,0.1549,0.37403,0.13088
62,cyan,226,253566,0.61367,0.2399,0.5394,0.17788
62,gray,326,3156764,0.08825,0.05028,0.63928,0.17959
62,green,246,202006,0.57948,0.21525,0.42586,0.17507
62,magenta,169,6778,0.41533,0.19534,0.20981,0.17024
62,orange,323,1799924,0.38211,0.18189,0.77886,0.112
62,pink,216,76811,0.53027,0.22052,0.51169,0.20667
62,purple,194,45416,0.4003,0.1695,0.18218,0.14903
62,red,289,961269,0.70193,0.21529,0.55516,0.21198
62,white,298,1435191,0.08641,0.06177,0.92335,0.04762
62,yellow,307,1036117,0.41531,0.18661,0.72025,0.21153
63,black,163,288910,0.0958,0.06139,0.14488,0.04753
63,blue,190,1221132,0.54767,0.19548,0.60193,0.19913
63,brown,202,504326,0.43914,0.20132,0.32454,0.14205
63,cyan,173,142267,0.47251,0.24462,0.49151,0.19621
63,gray,217,2077397,0.10729,0.04992,0.51025,0.1781
63,green,166,421481,0.4806,0.20423,0.5289,0.21615
63,magenta,157,49967,0.36848,0.1746,0.36988,0.20714
63,orange,201,1085562,0.53954,0.22384,0.84549,0.12653
63,pink,197,213618,0.48886,0.18173,0.55912,0.23125
63,purple,155,149194,0.39205,0.16327,0.3616,0.16107
63,red,215,2125393,0.63786,0.19578,0.70776,0.23051
63,white,208,1416986,0.05886,0.05446,0.96413,0.04006
63,yellow,185,615331,0.52666,0.21714,0.78701,0.2479
64,black,276,556056,0.13304,0.04895,0.11251,0.04734
64,blue,247,996878,0.39349,0.14843,0.55761,0.26126
64,brown,310,3025755,0.46213,0.14453,0.31097,0.14194
64,cyan,85,34718,0.31353,0.12402,0.48325,0.34084
64,gray,310,1950332,0.12457,0.04931,0.55727,0.19969
64,green,155,441574,0.3787,0.11997,0.31393,0.1497
64,magenta,283,287298,0.31042,0.09041,0.19861,0.14198
64,orange,311,1705444,0.43877,0.15033,0.73105,0.11755
64,pink,312,954159,0.35148,0.10816,0.26876,0.20521
64,purple,271,324230,0.30351,0.08702,0.28202,0.21224
64,red,318,8648789,0.51388,0.16241,0.33639,0.19795
64,white,299,867045,0.0807,0.05508,0.92505,0.04212
64,yellow,231,519530,0.38968,0.1201,0.38796,0.21855
65,black,202,298654,0.10647,0.05227,0.132,0.0334
65,blue,243,1493627,0.60407,0.20841,0.47762,0.18108
65,brown,292,564545,0.49095,0.22306,0.40628,0.11682
65,cyan,187,133539,0.53541,0.20698,0.44832,0.16609
65,gray,313,3857994,0.09507,0.05411,0.63828,0.15726
65,green,199,278159,0.55072,0.25438,0.40086,0.16962
65,magenta,196,34900,0.52114,0.25749,0.50479,0.20879
65,orange,302,1577114,0.50779,0.2672,0.76863,0.12185
65,pink,244,87622,0.60204,0.20683,0.69082,0.26585
65,purple,198,51639,0.39894,0.14226,0.39017,0.16083
65,red,295,2476142,0.71691,0.18082,0.67462,0.19187
65,white,305,3358785,0.05339,0.04853,0.95312,0.0468
65,yellow,264,774544,0.57524,0.25763,0.78162,0.20511
66,black,293,275747,0.08111,0.06197,0.11379,0.06567
66,blue,371,3687741,0.52387,0.19362,0.58351,0.20708
66,brown,423,592970,0.39374,0.15319,0.39052,0.11551
66,cyan,309,730186,0.52486,0.23244,0.58654,0.19795
66,gray,472,2632475,0.1124,0.05102,0.55146,0.20347
66,green,324,754035,0.45437,0.17805,0.52035,0.20275
66,magenta,258,137966,0.42468,0.24526,0.60713,0.27822
66,orange,441,2514655,0.46578,0.20939,0.84619,0.12843
66,pink,340,344825,0.52559,0.21041,0.70018,0.24756
66,purple,269,243350,0.4417,0.161,0.52924,0.23358
66,red,431,3927358,0.56545,0.18775,0.7325,0.19205
66,white,450,3035549,0.08628,0.05916,0.95448,0.04495
66,yellow,384,2146375,0.51341,0.22301,0.89497,0.17
67,black,101,151348,0.1061,0.06114,0.12034,0.05254
67,blue,100,275942,0.49122,0.21174,0.37987,0.28527
67,brown,104,634824,0.52115,0.17188,0.30024,0.144
67,cyan,88,115151,0.44299,0.19908,0.32359,0.25251
67,gray,104,727003,0.11353,0.05258,0.56963,0.18031
67,green,104,780176,0.48044,0.18868,0.35898,0.21403
67,magenta,98,74543,0.41057,0.19276,0.24642,0.1949
67,orange,105,237428,0.4748,0.19481,0.70862,0.11172
67,pink,105,206691,0.48699,0.20855,0.29145,0.2153
67,purple,98,71394,0.41527,0.18671,0.21056,0.173
67,red,105,880412,0.51603,0.19945,0.36968,0.22532
67,white,103,256567,0.07421,0.0499,0.93076,0.04485
67,yellow,104,194985,0.44038,0.16755,0.45046,0.27427
68,black,176,283087,0.10921,0.06057,0.11474,0.05622
68,blue,191,1511500,0.52242,0.22918,0.6342,0.26207
68,brown,191,880352,0.45027,0.18245,0.32215,0.14254
68,cyan,185,1718346,0.63552,0.25721,0.68793,0.23976
68,gray,191,2163079,0.09022,0.06422,0.52875,0.15923
68,green,172,376556,0.49084,0.20844,0.24701,0.16524
68,magenta,178,66945,0.57261,0.25032,0.21301,0.10806
68,orange,191,614097,0.39938,0.16709,0.72047,0.11614
68,pink,185,105119,0.59183,0.25531,0.24952,0.13251
68,purple,182,94248,0.45364,0.22106,0.26721,0.15012
68,red,191,364234,0.5014,0.21031,0.36228,0.24334
68,white,189,426473,0.0912,0.06165,0.94449,0.04887
68,yellow,185,235900,0.39338,0.19611,0.41464,0.26816
69,black,221,334602,0.09251,0.06919,0.09996,0.0637
69,blue,205,548603,0.48734,0.20726,0.35349,0.23521
69,brown,237,2016912,0.5042,0.17951,0.36965,0.12522
69,cyan,159,222512,0.45972,0.22688,0.49301,0.27456
69,gray,233,1822886,0.11843,0.05148,0.58788,0.18699
69,green,176,375283,0.38546,0.16714,0.37526,0.23828
69,magenta,205,100162,0.32897,0.13012,0.35786,0.26364
69,orange,239,2434526,0.48912,0.1776,0.73831,0.11758
69,pink,228,256809,0.37867,0.16371,0.40558,0.28665
69,purple,192,105334,0.35474,0.17203,0.29629,0.24013
69,red,242,2199768,0.54014,0.21046,0.46366,0.25129
69,white,209,780326,0.07654,0.05447,0.92623,0.04678
69,yellow,206,674021,0.41126,0.15271,0.59895,0.25395
70,black,138,456855,0.12909,0.04827,0.11571,0.04317
70,blue,124,585642,0.36013,0.11611,0.47203,0.2493
70,brown,142,2417003,0.48435,0.13811,0.30549,0.14272
70,cyan,69,37568,0.32843,0.16679,0.30524,0.19856
70,gray,143,1222019,0.12129,0.04831,0.52591,0.18947
70,green,95,488784,0.37961,0.1169,0.29884,0.17172
